realization,selection_seed,subset_size_specimens,subset_images,specimen,nested_rank,material,subset_manifest,subset_manifest_sha256,material_counts_json,test_payload_accessed
R3,63003,28,896,1447_C_718_0_1cycle,27,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1540_C_718_90_1cycle,28,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,56,1792,1476_C_718_0_3cycle,1,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1380_C_sus_45_3cycle,2,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1456_C_718_0_1cycle,3,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1501_C_718_45_1cycle,4,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1489_C_718_45_1cycle,5,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1388_C_sus_45_3cycle,6,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1543_C_718_90_1cycle,7,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1548_C_718_90_1cycle,8,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1386_C_sus_45_3cycle,9,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1443_C_718_0_1cycle,10,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1483_C_718_0_3cycle,11,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1392_C_sus_45_3cycle,12,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1439_C_sus_90_3cycle,13,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1457_C_718_0_2cycle,14,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1493_C_718_45_1cycle,15,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1469_C_718_0_2cycle,16,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1441_C_718_0_1cycle,17,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1391_C_sus_45_3cycle,18,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1381_C_sus_45_3cycle,19,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1461_C_718_0_2cycle,20,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1419_C_sus_90_2cycle,21,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1491_C_718_45_1cycle,22,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1475_C_718_0_3cycle,23,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1394_C_sus_90_1cycle,24,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1521_C_718_45_3cycle,25,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1451_C_718_0_1cycle,26,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1447_C_718_0_1cycle,27,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1540_C_718_90_1cycle,28,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1497_C_718_45_1cycle,29,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1444_C_718_0_1cycle,30,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1452_C_718_0_1cycle,31,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1382_C_sus_45_3cycle,32,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1481_C_718_0_3cycle,33,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1492_C_718_45_1cycle,34,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1527_C_718_45_3cycle,35,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1533_C_718_45_3cycle,36,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1499_C_718_45_1cycle,37,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1535_C_718_45_3cycle,38,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1509_C_718_45_2cycle,39,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1490_C_718_45_1cycle,40,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1390_C_sus_45_3cycle,41,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1495_C_718_45_1cycle,42,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1455_C_718_0_1cycle,43,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1488_C_718_0_3cycle,44,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1428_C_sus_90_3cycle,45,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1393_C_sus_90_1cycle,46,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1474_C_718_0_3cycle,47,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1480_C_718_0_3cycle,48,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1504_C_718_45_1cycle,49,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1551_C_718_90_1cycle,50,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1514_C_718_45_2cycle,51,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1478_C_718_0_3cycle,52,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1404_C_sus_90_1cycle,53,SUS,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1502_C_718_45_1cycle,54,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1522_C_718_45_3cycle,55,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
R3,63003,56,1792,1542_C_718_90_1cycle,56,INCONEL,data/manifests/w14/R3_n56.csv,fe41f7fb3375ee7a4e6024457fea1819f37df2b7ee47bbeb70de5f25ca3b9b23,"{""INCONEL"": 42, ""SUS"": 14}",False
